"","feat","score"
"2276","IL18BP",0
"2277","IL21R.AS1",0
"2278","IL23A",0
"2279","IL24",0
"2280","IL26",0
"2281","IL27",0
"2282","IL2RG",0
"2283","IL32",0
"2284","IL4R",0
"2285","IL6R",0
"2286","IL6ST",0
"2287","IL7",0
"2288","IL7R",0
"2289","ILF2",0
"2290","ILF3",0
"2291","ILF3.AS1",0
"2292","ILK",0
"2293","IMMP1L",0
"2294","IMMT",0
"2295","IMP3",0
"2296","IMPDH2",0
"2297","INCA1",0
"2298","INE2",0
"2299","ING1",0
"2300","INHBE",0
"2301","INO80",0
"2302","INO80D",0
"2303","INPP5D",0
"2304","INPP5F",0
"2305","INSIG1",0
"2306","INTS3",0
"2307","INTS4",0
"2308","INTS4L2",0
"2309","INTS5",0
"2310","INTS6",0
"2311","INTS8",0
"2312","IP6K1",0
"2313","IPCEF1",0
"2314","IPMK",0
"2315","IPO4",0
"2316","IPO7",0
"2317","IPO9",0
"2318","IPO9.AS1",0
"2319","IPP",0
"2320","IPPK",0
"2322","IQCD",0
"2323","IQCG",0
"2324","IQCH",0
"2325","IQCH.AS1",0
"2326","IQCK",0
"2327","IQGAP1",0
"2328","IQGAP2",0
"2329","IRAK3",0
"2330","IRF1",0
"2331","IRF2BP2",0
"2332","IRF2BPL",0
"2333","IRF3",0
"2334","IRF5",0
"2335","IRF7",0
"2336","IRGQ",0
"2337","IST1",0
"2338","ISYNA1",0
"2339","ITCH",0
"2340","ITFG2",0
"2341","ITGA2",0
"2342","ITGA4",0
"2343","ITGA6",0
"2344","ITGA9",0
"2345","ITGAL",0
"2346","ITGAM",0
"2347","ITGAX",0
"2348","ITGB1",0
"2349","ITGB2",0
"2350","ITGB2.AS1",0
"2351","ITGB3BP",0
"2352","ITGB4",0
"2353","ITGB7",0
"2354","ITIH2",0
"2355","ITIH3",0
"2356","ITM2A",0
"2357","ITM2B",0
"2358","ITPA",0
"2359","ITPR1",0
"2360","ITPR2",0
"2361","ITPR3",0
"2362","ITSN2",0
"2363","IVNS1ABP",0
"2364","IWS1",0
"2365","JADE1",0
"2366","JADE2",0
"2367","JAG1",0
"2368","JAK1",0
"2369","JAK2",0
"2370","JAKMIP2.AS1",0
"2371","JAM3",0
"2372","JARID2",0
"2373","JARID2.AS1",0
"2374","JAZF1",0
"2375","JAZF1.AS1",0
"2376","JMJD1C",0
"2377","JMJD1C.AS1",0
"2378","JMJD4",0
"2379","JMJD8",0
"2380","JMY",0
"2381","JOSD1",0
"2382","JOSD2",0
"2384","JPH4",0
"2385","JPX",0
"2386","JTB",0
"2387","JUN",0
"2388","JUNB",0
"2389","JUND",0
"2390","KANK3",0
"2391","KANSL1L",0
"2392","KARS",0
"2393","KAT2B",0
"2394","KAT5",0
"2395","KAT6A",0
"2396","KAT6B",0
"2397","KATNA1",0
"2398","KATNAL2",0
"2399","KBTBD3",0
"2400","KBTBD4",0
"2401","KCNA3",0
"2402","KCNAB1",0
"2403","KCNAB2",0
"2404","KCNC1",0
"2405","KCNH1",0
"2407","KCNH7",0
"2408","KCNIP2",0
"2409","KCNIP2.AS1",0
"2410","KCNIP4",0
"2411","KCNJ1",0
"2412","KCNJ13",0
"2413","KCNK7",0
"2414","KCNMB3",0
"2415","KCNQ1OT1",0
"2417","KCTD12",0
"2418","KCTD19",0
"2419","KCTD20",0
"2420","KCTD21",0
"2421","KCTD21.AS1",0
"2422","KCTD9",0
"2423","KDELR3",0
"2424","KDM1A",0
"2425","KDM1B",0
"2426","KDM2A",0
"2427","KDM2B",0
"2428","KDM3A",0
"2429","KDM3B",0
"2430","KDM4A",0
"2431","KDM4A.AS1",0
"2432","KDM4C",0
"2433","KDM5A",0
"2434","KDM5C",0
"2435","KDM6B",0
"2436","KDM7A",0
"2437","KDM8",0
"2438","KDSR",0
"2439","KHDRBS1",0
"2440","KHNYN",0
"2441","KHSRP",0
"2442","KIAA0100",0
"2443","KIAA0125",0
"2444","KIAA0226L",0
"2445","KIAA0232",0
"2446","KIAA0368",0
"2447","KIAA0391",0
"2448","KIAA0430",0
"2449","KIAA0586",0
"2450","KIAA0895L",0
"2451","KIAA1033",0
"2452","KIAA1109",0
"2453","KIAA1147",0
"2454","KIAA1407",0
"2455","KIAA1432",0
"2456","KIAA1524",0
"2457","KIAA1551",0
"2458","KIAA1614",0
"2459","KIAA1656",0
"2460","KIAA1731",0
"2461","KIAA2018",0
"2462","KIAA2026",0
"2463","KIDINS220",0
"2464","KIF11",0
"2465","KIF1B",0
"2466","KIF1C",0
"2467","KIF20A",0
"2468","KIF22",0
"2469","KIF24",0
"2470","KIF26B",0
"2471","KIF2A",0
"2472","KIF2C",0
"2473","KIF5B",0
"2474","KIF9",0
"2475","KIF9.AS1",0
"2476","KIRREL3",0
"2477","KLB",0
"2478","KLC1",0
"2479","KLC2",0
"2480","KLC3",0
"2481","KLF13",0
"2482","KLF3",0
"2483","KLF3.AS1",0
"2484","KLF4",0
"2485","KLF6",0
"2486","KLF7",0
"2487","KLF9",0
"2488","KLHDC2",0
"2489","KLHL14",0
"2490","KLHL17",0
"2491","KLHL22",0
"2492","KLHL29",0
"2493","KLHL8",0
"2494","KLLN",0
"2495","KLRB1",0
"2496","KLRF1",0
"2497","KMO",0
"2498","KMT2A",0
"2499","KMT2B",0
"2500","KMT2C",0
"2501","KMT2D",0
"2502","KMT2E",0
"2503","KMT2E.AS1",0
"2504","KNG1",0
"2505","KPNA1",0
"2506","KPNA4",0
"2507","KPNB1",0
"2508","KRAS",0
"2509","KRBA1",0
"2510","KREMEN2",0
"2511","KRI1",0
"2512","KRIT1",0
"2513","KRR1",0
"2514","KRT10",0
"2515","KRT73",0
"2516","KRT8",0
"2517","KRTAP5.1",0
"2518","KRTAP5.2",0
"2519","KRTCAP3",0
"2520","KTN1",0
"2521","L3MBTL2",0
"2522","L3MBTL3",0
"2523","LACC1",0
"2524","LACTB",0
"2525","LAIR1",0
"2526","LAMB1",0
"2527","LAMP5.AS1",0
"2528","LAMTOR1",0
"2529","LAMTOR3",0
"2530","LAMTOR5",0
"2531","LANCL2",0
"2532","LAPTM5",0
"2533","LARP1",0
"2534","LARP7",0
"2535","LARS",0
"2536","LAS1L",0
"2537","LASP1",0
"2538","LAT2",0
"2539","LATS1",0
"2540","LBH",0
"2541","LBX2",0
"2542","LBX2.AS1",0
"2543","LCA5L",0
"2545","LCK",0
"2546","LCORL",0
"2547","LCP1",0
"2548","LCP2",0
"2549","LCTL",0
"2550","LDHA",0
"2551","LDHAL6A",0
"2552","LDHB",0
"2553","LDLRAD2",0
"2554","LEF1.AS1",0
"2555","LENG1",0
"2556","LENG8",0
"2557","LENG9",0
"2558","LEO1",0
"2559","LETM2",0
"2560","LGALS1",0
"2561","LGALS3",0
"2562","LGALS8",0
"2563","LGALS8.AS1",0
"2564","LGI2",0
"2565","LGMN",0
"2566","LHFPL2",0
"2567","LHX4",0
"2568","LIG3",0
"2569","LILRA6",0
"2570","LILRB2",0
"2571","LILRB3",0
"2572","LIM2",0
"2573","LIMD1",0
"2574","LIMD1.AS1",0
"2575","LIMD2",0
"2576","LIME1",0
"2577","LIMK2",0
"2578","LINC.PINT",0
"2579","LINC00094",0
"2580","LINC00152",0
"2581","LINC00167",0
"2582","LINC00176",0
"2583","LINC00238",0
"2584","LINC00324",0
"2585","LINC00476",0
"2586","LINC00539",0
"2587","LINC00612",0
"2588","LINC00649",0
"2589","LINC00652",0
"2590","LINC00657",0
"2591","LINC00662",0
"2592","LINC00667",0
"2593","LINC00847",0
"2594","LINC00854",0
"2595","LINC00861",0
"2596","LINC00894",0
"2597","LINC00899",0
"2598","LINC00910",0
"2599","LINC00933",0
"2600","LINC00936",0
"2601","LINC00943",0
"2602","LINC00957",0
"2603","LINC00987",0
"2604","LINC01004",0
"2605","LINC01011",0
"2606","LINC01023",0
"2607","LINC01024",0
"2608","LINC01089",0
"2609","LINC01126",0
"2610","LINC01138",0
"2611","LINC01260",0
"2612","LINC01271",0
"2613","LINC01279",0
"2614","LINC01314",0
"2615","LINC01352",0
"2616","LINGO3",0
"2617","LIPE",0
"2618","LIPE.AS1",0
"2619","LIPM",0
"2620","LITAF",0
"2621","LIX1",0
"2622","LLGL1",0
"2623","LMF1.AS1",0
"2624","LMLN",0
"2625","LMO7.AS1",0
"2626","LMOD2",0
"2627","LMOD3",0
"2628","LMTK2",0
"2629","LNP1",0
"2630","LNPEP",0
"2631","LNX1",0
"2632","LOC100127888",0
"2633","LOC100128176",0
"2634","LOC100128361",0
"2635","LOC100128494",0
"2636","LOC100128573",0
"2637","LOC100128770",0
"2638","LOC100129034",0
"2639","LOC100129083",0
"2640","LOC100129148",0
"2641","LOC100129216",0
"2642","LOC100129361",0
"2643","LOC100129518",0
"2644","LOC100129697",0
"2645","LOC100129931",0
"2646","LOC100129973",0
"2647","LOC100130093",0
"2648","LOC100130357",0
"2649","LOC100130476",0
"2650","LOC100130705",0
"2651","LOC100130744",0
"2652","LOC100130872",0
"2653","LOC100130950",0
"2654","LOC100130992",0
"2655","LOC100131094",0
"2656","LOC100131347",0
"2657","LOC100131564",0
"2658","LOC100131626",0
"2659","LOC100131635",0
"2660","LOC100131691",0
"2661","LOC100132057",0
"2662","LOC100132215",0
"2664","LOC100132891",0
"2665","LOC100133091",0
"2666","LOC100133286",0
"2667","LOC100133445",0
"2668","LOC100134391",0
"2669","LOC100268168",0
"2670","LOC100272216",0
"2671","LOC100287042",0
"2672","LOC100287098",0
"2673","LOC100287944",0
"2674","LOC100288123",0
"2675","LOC100288162",0
"2676","LOC100288846",0
"2677","LOC100289019",0
"2678","LOC100289230",0
"2679","LOC100289511",0
"2680","LOC100289580",0
"2681","LOC100294362",0
"2682","LOC100379224",0
"2683","LOC100422556",0
"2684","LOC100499489",0
"2685","LOC100505658",0
"2686","LOC100505666",0
"2687","LOC100505716",0
"2688","LOC100505812",0
"2689","LOC100506071",0
"2691","LOC100506100",0
"2692","LOC100506142",0
"2693","LOC100506178",0
"2694","LOC100506314",0
"2695","LOC100506321",0
"2696","LOC100506325",0
"2698","LOC100506497",0
"2699","LOC100506551",0
"2700","LOC100506603",0
"2701","LOC100506606",0
"2702","LOC100506655",0
"2703","LOC100506710",0
"2704","LOC100506713",0
"2705","LOC100506801",0
"2706","LOC100506985",0
"2707","LOC100507156",0
"2708","LOC100507217",0
"2709","LOC100507346",0
"2710","LOC100507373",0
"2711","LOC100507424",0
"2712","LOC100507547",0
"2713","LOC100507557",0
"2714","LOC100507564",0
"2715","LOC100507577",0
"2716","LOC100652768",0
"2717","LOC100652999",0
"2718","LOC100653515",0
"2720","LOC100996351",0
"2721","LOC100996385",0
"2722","LOC100996447",0
"2723","LOC101241902",0
"2724","LOC101243545",0
"2725","LOC101593348",0
"2726","LOC101926895",0
"2727","LOC101926943",0
"2728","LOC101927018",0
"2729","LOC101927021",0
"2730","LOC101927027",0
"2731","LOC101927051",0
"2732","LOC101927053",0
"2733","LOC101927100",0
"2734","LOC101927102",0
"2735","LOC101927117",0
"2736","LOC101927124",0
"2737","LOC101927131",0
"2738","LOC101927151",0
"2739","LOC101927164",0
"2740","LOC101927178",0
"2741","LOC101927204",0
"2743","LOC101927272",0
"2744","LOC101927275",0
"2745","LOC101927322",0
"2746","LOC101927437",0
"2747","LOC101927492",0
"2748","LOC101927497",0
"2749","LOC101927550",0
"2750","LOC101927572",0
"2751","LOC101927599",0
"2752","LOC101927631",0
"2753","LOC101927688",0
"2754","LOC101927698",0
"2755","LOC101927730",0
"2756","LOC101927770",0
"2757","LOC101927795",0
"2758","LOC101927817",0
"2759","LOC101927901",0
"2760","LOC101927905",0
"2761","LOC101927911",0
"2762","LOC101927950",0
"2763","LOC101928008",0
"2764","LOC101928020",0
"2765","LOC101928043",0
"2766","LOC101928053",0
"2767","LOC101928062",0
"2768","LOC101928063",0
"2769","LOC101928068",0
"2770","LOC101928093",0
"2771","LOC101928100",0
"2772","LOC101928163",0
"2773","LOC101928243",0
"2774","LOC101928290",0
"2775","LOC101928363",0
"2776","LOC101928371",0
"2777","LOC101928378",0
"2778","LOC101928386",0
"2779","LOC101928445",0
"2780","LOC101928517",0
"2781","LOC101928571",0
"2782","LOC101928736",0
"2783","LOC101928784",0
"2784","LOC101928847",0
"2785","LOC101928855",0
"2786","LOC101928891",0
"2787","LOC101928909",0
"2789","LOC101928988",0
"2791","LOC101929057",0
"2792","LOC101929099",0
"2793","LOC101929125",0
"2794","LOC101929162",0
"2795","LOC101929225",0
"2796","LOC101929231",0
"2797","LOC101929384",0
"2798","LOC101929452",0
"2799","LOC101929512",0
"2800","LOC101929524",0
"2801","LOC101929591",0
"2802","LOC101929608",0
"2803","LOC101929657",0
"2804","LOC101929664",0
"2805","LOC101929680",0
"2806","LOC101929698",0
"2807","LOC101929717",0
"2808","LOC101929718",0
"2809","LOC101929746",0
"2810","LOC101929760",0
"2811","LOC101929767",0
"2812","LOC101930452",0
"2813","LOC102546298",0
"2814","LOC102723385",0
"2815","LOC102723809",0
"2816","LOC102723885",0
"2817","LOC102724020",0
"2818","LOC102724050",0
"2819","LOC102724153",0
"2820","LOC102724246",0
"2821","LOC102724316",0
"2822","LOC102724814",0
"2823","LOC102724820",0
"2824","LOC115110",0
"2825","LOC146880",0
"2826","LOC148413",0
"2827","LOC148696",0
"2828","LOC150776",0
"2829","LOC153684",0
"2830","LOC154761",0
"2831","LOC202181",0
"2832","LOC283038",0
"2833","LOC283710",0
"2834","LOC284837",0
"2835","LOC284889",0
"2836","LOC285593",0
"2837","LOC285740",0
"2838","LOC285819",0
"2839","LOC285847",0
"2840","LOC286190",0
"2841","LOC339059",0
"2842","LOC339529",0
"2843","LOC339666",0
"2844","LOC344967",0
"2845","LOC388849",0
"2846","LOC389906",0
"2847","LOC401052",0
"2848","LOC439994",0
"2849","LOC440300",0
"2850","LOC440416",0
"2851","LOC441242",0
"2852","LOC441454",0
"2853","LOC541473",0
"2854","LOC553103",0
"2855","LOC554223",0
"2856","LOC641367",0
"2857","LOC642236",0
"2858","LOC642361",0
"2859","LOC643072",0
"2860","LOC645513",0
"2861","LOC645638",0
"2862","LOC646471",0
"2863","LOC646626",0
"2864","LOC646719",0
"2865","LOC648987",0
"2866","LOC652276",0
"2867","LOC653712",0
"2868","LOC728024",0
"2869","LOC729683",0
"2870","LOC729732",0
"2871","LOC730183",0
"2872","LONP1",0
"2873","LONP2",0
"2874","LOX",0
"2875","LOXL1",0
"2876","LOXL2",0
"2877","LOXL3",0
"2878","LOXL4",0
"2879","LPAR6",0
"2880","LPCAT1",0
"2881","LPCAT3",0
"2882","LPGAT1",0
"2883","LPHN1",0
"2884","LPIN2",0
"2885","LPP",0
"2886","LPP.AS2",0
"2887","LPPR2",0
"2888","LPPR3",0
"2889","LRCH4",0
"2890","LRCOL1",0
"2891","LRIF1",0
"2892","LRIG1",0
"2893","LRP1",0
"2894","LRP11",0
"2896","LRPAP1",0
"2897","LRRC14",0
"2898","LRRC24",0
"2899","LRRC27",0
"2900","LRRC32",0
"2901","LRRC34",0
"2902","LRRC37A",0
"2903","LRRC37A2",0
"2904","LRRC37A3",0
"2905","LRRC37A4P",0
"2906","LRRC37A6P",0
"2907","LRRC39",0
"2908","LRRC46",0
"2909","LRRC47",0
"2910","LRRC48",0
"2911","LRRC4B",0
"2912","LRRC57",0
"2913","LRRC59",0
"2914","LRRC61",0
"2915","LRRC74",0
"2916","LRRC75A",0
"2917","LRRC75A.AS1",0
"2919","LRRC8C",0
"2920","LRRFIP1",0
"2921","LRRFIP2",0
"2922","LRRK1",0
"2923","LRRK2",0
"2925","LRTOMT",0
"2926","LRWD1",0
"2927","LSM14A",0
"2928","LSM4",0
"2929","LSMEM2",0
"2930","LSP1",0
"2932","LST1",0
"2933","LTA4H",0
"2934","LTB",0
"2935","LTB4R2",0
"2936","LTBP2",0
"2937","LTBP3",0
"2938","LTV1",0
"2939","LUC7L3",0
"2940","LXN",0
"2941","LY6G6E",0
"2942","LY9",0
"2943","LYAR",0
"2944","LYG2",0
"2945","LYN",0
"2946","LYRM1",0
"2947","LYRM2",0
"2948","LYSMD1",0
"2949","LYST",0
"2950","LYZ",0
"2951","LZTR1",0
"2952","M1AP",0
"2953","M6PR",0
"2954","MACF1",0
"2955","MACROD1",0
"2956","MADCAM1",0
"2957","MAF",0
"2958","MAF1",0
"2959","MAFF",0
"2960","MAGI3",0
"2961","MAGIX",0
"2962","MAGOH",0
"2963","MAGOH2",0
"2964","MAK",0
"2965","MAK16",0
"2966","MAL",0
"2967","MALAT1",0
"2968","MAMDC4",0
"2969","MAML2",0
"2970","MAML3",0
"2971","MAN1B1",0
"2972","MAN2A1",0
"2973","MAN2A2",0
"2974","MAN2B2",0
"2975","MAN2C1",0
"2976","MAP1B",0
"2977","MAP1S",0
"2978","MAP2K1",0
"2979","MAP3K1",0
"2980","MAP3K12",0
"2981","MAP3K13",0
"2982","MAP3K14",0
"2983","MAP3K14.AS1",0
"2984","MAP3K15",0
"2985","MAP3K2",0
"2986","MAP3K3",0
"2987","MAP3K4",0
"2988","MAP3K6",0
"2989","MAP3K7CL",0
"2990","MAP4",0
"2991","MAP4K1",0
"2992","MAP4K4",0
"2993","MAP7D1",0
"2994","MAPK11",0
"2995","MAPK12",0
"2996","MAPK14",0
"2997","MAPK6",0
"2998","MAPK7",0
"2999","MAPK8",0
"3000","MAPK8IP1",0
"3001","MAPK8IP3",0
"3002","MAPKAP1",0
"3003","MAPKAPK2",0
"3004","MAPKAPK5",0
"3005","MAPKAPK5.AS1",0
"3006","MAPRE1",0
"3007","MAPRE3",0
"3008","MAPT",0
"3009","MARCH1",0
"3010","MARCH6",0
"3011","MARCH7",0
"3012","MARCH8",0
"3013","MARCKS",0
"3014","MARK2",0
"3015","MARS",0
"3016","MASP2",0
"3017","MAST1",0
"3018","MAST3",0
"3019","MAST4",0
"3020","MASTL",0
"3021","MAT2A",0
"3022","MATN1",0
"3023","MATN2",0
"3024","MATR3",0
"3025","MAU2",0
"3026","MAVS",0
"3027","MAX",0
"3028","MAZ",0
"3029","MB21D1",0
"3030","MBD2",0
"3031","MBD4",0
"3032","MBD5",0
"3033","MBD6",0
"3034","MBNL1",0
"3035","MBNL1.AS1",0
"3036","MBNL3",0
"3037","MBOAT4",0
"3038","MBOAT7",0
"3039","MBP",0
"3040","MBTD1",0
"3041","MCC",0
"3042","MCEMP1",0
"3043","MCFD2",0
"3044","MCHR1",0
"3045","MCL1",0
"3046","MCM3AP",0
"3047","MCM3AP.AS1",0
"3048","MCM7",0
"3049","MCMBP",0
"3050","MCMDC2",0
"3051","MCOLN1",0
"3052","MCTP1",0
"3053","MCTS1",0
"3054","MDC1",0
"3055","MDFIC",0
"3056","MDH2",0
"3057","MDM2",0
"3058","MDM4",0
"3059","MDN1",0
"3060","MEA1",0
"3061","MED1",0
"3062","MED11",0
"3063","MED12",0
"3064","MED12L",0
"3065","MED14OS",0
"3066","MED15",0
"3067","MED16",0
"3068","MED17",0
"3069","MED19",0
"3070","MED26",0
"3071","MED29",0
"3072","MED31",0
"3073","MED4.AS1",0
"3074","MED8",0
"3075","MEF2A",0
"3076","MEF2C",0
"3077","MEF2D",0
"3078","MEGF11",0
"3079","MEGF9",0
"3080","MEIOB",0
"3081","MEPCE",0
"3082","MEST",0
"3083","METAP1",0
"3084","METAP2",0
"3085","METRN",0
"3087","METTL20",0
"3088","METTL23",0
"3089","METTL25",0
"3090","METTL3",0
"3091","METTL5",0
"3092","METTL8",0
"3093","MFAP4",0
"3094","MFI2",0
"3095","MFSD1",0
"3096","MFSD10",0
"3097","MFSD11",0
"3098","MFSD12",0
"3099","MFSD3",0
"3100","MFSD4",0
"3101","MFSD6",0
"3102","MFSD7",0
"3103","MFSD8",0
"3104","MGA",0
"3105","MGAT1",0
"3106","MGAT2",0
"3107","MGAT4B",0
"3108","MGC16275",0
"3109","MGEA5",0
"3110","MGRN1",0
"3111","MIA3",0
"3112","MIAT",0
"3113","MIB2",0
"3114","MICA",0
"3116","MID1IP1",0
"3117","MID1IP1.AS1",0
"3118","MIDN",0
"3119","MIEF1",0
"3120","MIER1",0
"3121","MIER3",0
"3122","MIF",0
"3123","MIF4GD",0
"3124","MINA",0
"3125","MINK1",0
"3126","MIPEPP3",0
"3127","MIR103B2",0
"3128","MIR1260B",0
"3129","MIR1279",0
"3131","MIR133A1HG",0
"3132","MIR135A1",0
"3133","MIR199A1",0
"3134","MIR3124",0
"3135","MIR3190",0
"3136","MIR324",0
"3137","MIR328",0
"3138","MIR3661",0
"3139","MIR373",0
"3140","MIR374C",0
"3141","MIR3918",0
"3142","MIR4253",0
"3143","MIR4257",0
"3144","MIR4271",0
"3145","MIR4273",0
"3146","MIR4492",0
"3147","MIR4513",0
"3148","MIR4520B",0
"3149","MIR4530",0
"3150","MIR4656",0
"3151","MIR4665",0
"3152","MIR4740",0
"3153","MIR4746",0
"3155","MIR548AZ",0
"3156","MIR6069",0
"3157","MIR6080",0
"3158","MIR6126",0
"3159","MIR631",0
"3160","MIR635",0
"3161","MIR6503",0
"3162","MIR6723",0
"3163","MIR6748",0
"3164","MIR762",0
"3165","MIRLET7DHG",0
"3166","MIS12",0
"3167","MIS18BP1",0
"3168","MKL1",0
"3169","MKNK1.AS1",0
"3170","MKRN1",0
"3171","MKRN2",0
"3172","MKRN2OS",0
"3173","MLANA",0
"3174","MLF2",0
"3175","MLH1",0
"3176","MLH3",0
"3177","MLK7.AS1",0
"3178","MLLT10",0
"3179","MLLT10P1",0
"3180","MLLT11",0
"3181","MLLT6",0
"3182","MLST8",0
"3183","MLX",0
"3184","MMACHC",0
"3185","MMEL1",0
"3186","MMP19",0
"3187","MMP23B",0
"3188","MMP24",0
"3189","MMP25",0
"3190","MMS19",0
"3191","MNDA",0
"3192","MNS1",0
"3193","MNT",0
"3194","MOGS",0
"3195","MORC2.AS1",0
"3196","MORC3",0
"3197","MORF4L2",0
"3198","MORF4L2.AS1",0
"3199","MORN3",0
"3200","MOV10",0
"3201","MPC2",0
"3202","MPDU1",0
"3203","MPEG1",0
"3204","MPG",0
"3205","MPHOSPH10",0
"3206","MPHOSPH8",0
"3207","MPI",0
"3208","MPL",0
"3209","MPND",0
"3210","MPP5",0
"3211","MPPE1",0
"3212","MPRIP",0
"3213","MRAP",0
"3214","MRFAP1",0
"3215","MROH5",0
"3216","MROH6",0
"3217","MROH8",0
"3218","MRPL16",0
"3219","MRPL19",0
"3220","MRPL20",0
"3221","MRPL23.AS1",0
"3222","MRPL43",0
"3223","MRPL47",0
"3224","MRPL49",0
"3225","MRPL53",0
"3226","MRPS12",0
"3227","MRPS14",0
"3228","MRPS16",0
"3229","MRPS18C",0
"3230","MRPS22",0
"3231","MRPS25",0
"3232","MRPS34",0
"3233","MRPS5",0
"3235","MRRF",0
"3236","MRS2",0
"3237","MRS2P2",0
"3238","MRVI1",0
"3239","MRVI1.AS1",0
"3240","MS4A6A",0
"3241","MSC",0
"3242","MSH3",0
"3243","MSH6",0
"3244","MSL1",0
"3245","MSMP",0
"3246","MSN",0
"3247","MST1",0
"3248","MSTO1",0
"3249","MSTO2P",0
"3250","MTA2",0
"3251","MTCH1",0
"3252","MTDH",0
"3253","MTERFD2",0
"3254","MTERFD3",0
"3255","MTF1",0
"3256","MTFR1",0
"3257","MTHFD1",0
"3259","MTIF2",0
"3260","MTIF3",0
"3261","MTMR1",0
"3262","MTMR10",0
"3263","MTMR2",0
"3264","MTMR3",0
"3265","MTMR6",0
"3266","MTMR7",0
"3267","MTMR9LP",0
"3268","MTO1",0
"3269","MTOR.AS1",0
"3270","MTR",0
"3271","MTRF1L",0
"3272","MTRNR2L4",0
"3273","MTRNR2L8",0
"3274","MTSS1",0
"3275","MTX1",0
"3276","MUC12",0
"3277","MUC5B",0
"3278","MUC6",0
"3279","MUTYH",0
"3280","MVP",0
"3281","MXD1",0
"3282","MXD3",0
"3283","MXI1",0
"3285","MYADM",0
"3286","MYBBP1A",0
"3287","MYC",0
"3288","MYCBP2",0
"3289","MYCBP2.AS1",0
"3290","MYD88",0
"3291","MYH10",0
"3292","MYH11",0
"3293","MYH7B",0
"3294","MYH9",0
"3295","MYL12A",0
"3296","MYL5",0
"3297","MYL6",0
"3298","MYL6B",0
"3299","MYLK",0
"3300","MYLK.AS1",0
"3301","MYLPF",0
"3302","MYNN",0
"3303","MYO15A",0
"3304","MYO15B",0
"3305","MYO18A",0
"3306","MYO19",0
"3307","MYO1F",0
"3308","MYO1G",0
"3309","MYO1H",0
"3310","MYO5B",0
"3311","MYO5C",0
"3312","MYO9B",0
"3313","MYOM1",0
"3314","MYOT",0
"3315","MYRF",0
"3317","MYSM1",0
"3318","MZF1",0
"3319","MZT2B",0
"3320","N4BP2L2",0
"3321","NAA15",0
"3322","NAA20",0
"3323","NAA25",0
"3324","NAA38",0
"3326","NAB2",0
"3327","NABP1",0
"3328","NACA",0
"3329","NACC1",0
"3330","NADK",0
"3331","NADK2",0
"3332","NAGA",0
"3333","NAGK",0
"3334","NAGPA.AS1",0
"3335","NAGS",0
"3336","NAIP",0
"3337","NAMPT",0
"3338","NANOS1",0
"3339","NANS",0
"3340","NAP1L1",0
"3341","NAP1L4",0
"3342","NAP1L5",0
"3343","NAPA",0
"3344","NAPA.AS1",0
"3345","NAPB",0
"3346","NAPEPLD",0
"3347","NAPRT1",0
"3348","NAPSA",0
"3349","NARF",0
"3350","NARFL",0
"3351","NARS",0
"3352","NASP",0
"3353","NAT9",0
"3354","NAV1",0
"3355","NBN",0
"3356","NBPF8",0
"3357","NBR1",0
"3358","NCAM1",0
"3359","NCAM1.AS1",0
"3360","NCAPD2",0
"3361","NCAPG",0
"3362","NCAPH2",0
"3363","NCBP1",0
"3364","NCBP2",0
"3365","NCDN",0
"3366","NCF2",0
"3367","NCKAP1L",0
"3368","NCL",0
"3369","NCOA1",0
"3370","NCOA3",0
"3371","NCOA4",0
"3373","NCOR2",0
"3374","NCR3",0
"3375","NDFIP1",0
"3376","NDRG4",0
"3377","NDST2",0
"3378","NDUFA1",0
"3379","NDUFA12",0
"3380","NDUFA2",0
"3381","NDUFA6",0
"3382","NDUFAF2",0
"3383","NDUFAF3",0
"3384","NDUFB11",0
"3385","NDUFB2",0
"3386","NDUFB2.AS1",0
"3387","NDUFB6",0
"3388","NDUFS2",0
"3389","NDUFS7",0
"3390","NDUFV1",0
"3391","NDUFV2",0
"3392","NEAT1",0
"3393","NEB",0
"3394","NECAB1",0
"3395","NECAP2",0
"3396","NEDD9",0
"3397","NEFH",0
"3398","NEFM",0
"3399","NEIL1",0
"3400","NEIL2",0
"3401","NEK4",0
"3402","NEK8",0
"3403","NEK9",0
"3404","NELFB",0
"3405","NELFCD",0
"3406","NELFE",0
"3407","NEMF",0
"3408","NEURL2",0
"3409","NEXN.AS1",0
"3410","NFAM1",0
"3411","NFE2L1",0
"3412","NFE2L2",0
"3413","NFE2L3",0
"3414","NFIL3",0
"3415","NFIX",0
"3416","NFKB1",0
"3417","NFKB2",0
"3418","NFKBIA",0
"3419","NFKBIL1",0
"3420","NFKBIZ",0
"3421","NFRKB",0
"3422","NFU1",0
"3423","NFYA",0
"3424","NFYB",0
"3425","NFYC",0
"3426","NFYC.AS1",0
"3427","NGLY1",0
"3428","NHP2",0
"3429","NHSL1",0
"3430","NICN1",0
"3431","NID2",0
"3433","NIFK.AS1",0
"3434","NIN",0
"3435","NINJ2",0
"3436","NIP7",0
"3437","NIPA2",0
"3438","NIPBL",0
"3439","NIT1",0
"3440","NKG7",0
"3441","NKIRAS1",0
"3442","NKTR",0
"3443","NLGN3",0
"3444","NLRC3",0
"3445","NLRC4",0
"3446","NLRP1",0
"3447","NLRP6",0
"3448","NLRP7",0
"3449","NLRP9",0
"3450","NME4",0
"3451","NME6",0
